-2.231,4.597,8.494,0
-2.231,4.597,8.494,10
-2.231,4.597,8.494,10
-2.116,4.577,8.638,0
-2.116,4.577,8.638,10
-2.01,4.568,9.002,9
-1.992,4.539,9.423,2
-1.992,4.539,9.423,10
-1.771,4.453,9.653,8
-1.733,4.386,9.567,1
-1.733,4.386,9.567,10
-1.685,4.415,9.127,9
-1.743,4.472,8.782,0
-1.743,4.472,8.782,10
-1.896,4.453,8.648,2
-1.896,4.453,8.648,10
-2.01,4.51,8.514,9
-1.953,4.434,8.514,9
-1.838,4.357,8.466,0
-1.838,4.357,8.466,10
-2.039,4.29,8.6,10
-1.963,4.242,8.772,0
-1.963,4.242,8.772,10
-2.049,4.204,8.954,10
-1.877,4.156,9.261,0
-1.877,4.156,9.261,10
-1.905,4.261,9.462,10
-1.905,4.194,9.376,0
-1.905,4.194,9.376,10
-1.915,4.194,9.203,10
-1.982,4.28,8.906,0
-1.982,4.28,8.906,10
-1.982,4.395,8.734,10
-2.068,4.405,8.801,2
-2.068,4.405,8.801,10
-2.049,4.376,8.763,8
-1.925,4.338,8.705,0
-1.925,4.338,8.705,10
-1.819,4.357,8.81,10
-1.656,4.261,8.83,0
-1.656,4.261,8.83,10
-1.743,4.3,8.973,10
-1.474,4.223,8.992,1
-1.474,4.223,8.992,10
-1.235,4.146,9.04,9
-1.072,4.242,9.289,1
-1.072,4.242,9.289,10
-1.292,4.405,9.376,9
-1.35,4.434,9.51,2
-1.35,4.434,9.51,10
-1.551,4.549,9.318,8
-1.58,4.529,9.299,1
-1.58,4.529,9.299,10
-1.541,4.51,9.241,9
-1.57,4.539,9.174,0
-1.57,4.539,9.174,10
-1.628,4.587,8.954,10
-1.608,4.587,8.81,0
-1.608,4.587,8.81,10
-1.618,4.606,8.801,10
-1.79,4.673,8.992,10
-1.58,4.673,9.165,0
-1.58,4.673,9.165,10
-1.436,4.606,9.241,2
-1.436,4.606,9.241,10
-1.245,4.549,9.49,8
-1.13,4.376,9.557,10
-1.024,4.348,9.72,0
-1.024,4.348,9.72,10
-0.871,4.242,9.682,10
-0.89,4.271,9.462,0
-0.89,4.271,9.462,10
-0.881,4.185,9.174,0
-0.881,4.185,9.174,10
-0.612,4.021,9.127,1
-0.612,4.021,9.127,10
-0.517,3.974,9.203,0
-0.517,3.974,9.203,10
-0.402,4.041,9.318,9
-0.316,4.041,9.28,0
-0.316,4.041,9.28,10
-0.335,3.974,9.27,10
-0.335,3.984,9.634,10
-0.325,3.811,10.094,10
-0.258,3.495,10.803,0
