-2.039,3.984,8.638,0
-2.039,3.984,8.638,10
-2.039,3.984,8.638,10
-1.695,4.089,8.782,8
-0.526,3.993,9.241,3
-0.526,3.993,9.241,10
-0.344,3.936,9.222,7
-0.239,4.577,7.891,2
-0.239,4.577,7.891,10
-0.114,4.683,7.661,7
0.105,4.702,6.857,3
0.105,4.702,6.857,10
0.172,4.874,6.55,7
0.134,4.874,5.88,3
0.134,4.874,5.88,10
0.076,4.549,6.177,10
-0.086,4.233,6.081,8
-0.249,3.917,5.87,1
-0.249,3.917,5.87,10
-0.411,3.639,5.65,9
-0.679,3.543,5.526,9
-0.775,3.553,5.803,5
-0.775,3.553,5.803,10
-0.89,3.706,5.851,5
-0.967,3.859,5.784,0
-0.967,3.859,5.784,10
-0.938,3.62,5.564,10
-0.823,3.696,5.334,2
-0.823,3.696,5.334,10
-0.747,3.869,5.612,8
-0.603,4.127,5.861,1
-0.603,4.127,5.861,10
-0.555,4.031,5.679,9
-0.421,4.118,5.822,1
-0.421,4.118,5.822,10
-0.249,4.175,6.215,1
-0.249,4.175,6.215,10
-0.134,4.644,6.732,1
-0.134,4.644,6.732,10
0.028,5.008,6.895,8
-0.057,5.008,7.087,1
-0.057,5.008,7.087,10
-0.095,4.999,7.412,8
-0.239,4.951,7.7,2
-0.239,4.951,7.7,10
-0.344,5.219,7.872,8
-0.344,5.573,8.265,1
-0.344,5.573,8.265,10
-0.191,6.071,9.012,0
-0.191,6.071,9.012,10
0.067,6.771,9.625,2
0.067,6.771,9.625,10
0.584,7.288,9.921,8
1.024,7.345,9.759,1
1.024,7.345,9.759,10
1.043,7.46,10.199,10
1.235,7.613,11.176,9
1.034,7.776,11.454,10
1.225,7.316,12.316,3
1.225,7.316,12.316,10
1.13,7.154,12.555,7
0.459,6.933,12.938,0
0.459,6.933,12.938,10
0.335,6.435,13.829,9
0.201,5.832,15.026,1
0.201,5.832,15.026,10
0.134,5.401,16.702,9
0.306,5.075,17.727,3
0.306,5.075,17.727,10
0.545,4.664,17.296,8
0.852,4.482,14.94,1
0.852,4.482,14.94,10
0.996,4.328,13.886,8
1.082,4.089,12.306,10
0.794,4.443,10.917,0
0.794,4.443,10.917,10
0.363,4.405,9.874,2
0.363,4.405,9.874,10
0.153,4.482,9.663,8
0.095,4.616,8.839,0
0.095,4.616,8.839,10
-0.478,4.415,8.312,0
-0.478,4.415,8.312,10
-0.363,4.175,8.255,1
-0.363,4.175,8.255,10
-0.344,3.811,8.332,10
-0.316,3.677,8.054,1
-0.316,3.677,8.054,10
-0.296,3.562,7.958,8
-0.153,3.438,7.719,2
-0.153,3.438,7.719,10
-0.057,3.399,7.565,8
-0.047,3.294,7.01,3
-0.047,3.294,7.01,10
-0.124,3.131,6.407,9
-0.143,3.122,6.158,2
-0.143,3.122,6.158,10
-0.268,3.083,5.88,7
-0.296,3.112,5.822,9
-0.239,3.208,5.66,10
-0.277,3.17,5.64,1
-0.277,3.17,5.64,10
-0.287,3.237,5.669,9
-0.363,3.38,6.081,1
-0.363,3.38,6.081,10
-0.306,3.533,6.713,9
-0.249,3.782,7.355,1
-0.249,3.782,7.355,10
-0.306,3.897,7.661,9
-0.478,3.878,7.632,0
-0.478,3.878,7.632,10
-0.794,4.252,7.738,1
-0.794,4.252,7.738,10
-1.082,4.482,8.043,10
-1.149,4.616,8.81,9
-1.015,4.798,9.337,3
-1.015,4.798,9.337,10
-1.015,5.008,9.538,7
-0.823,5.344,9.557,0
-0.823,5.344,9.557,10
-0.756,5.698,9.768,10
-0.44,6.301,9.73,10
-0.277,7.048,8.983,10
-0.679,7.087,8.6,0
-0.679,7.087,8.6,10
-1.015,7.221,9.471,10
-0.775,7.307,10.113,0
-0.775,7.307,10.113,10
-1.139,7.202,10.486,1
-1.139,7.202,10.486,10
-1.11,6.474,11.262,9
-0.794,5.497,12.938,10
-0.507,5.2,15.304,0
-0.507,5.2,15.304,10
-0.737,5.028,16.692,0
-0.737,5.028,16.692,10
-1.474,5.516,16.597,10
-2.202,5.727,15.668,10
-2.691,5.238,14.672,10
-4.041,4.74,11.559,8
-4.041,4.74,11.559,10
-4.424,4.625,10.975,3
