,principal component 1,principal component 2,Principal component 3
111,0.527344800243,-1.61330500227,0.401571865248
112,0.123087970071,-1.92123842944,0.527859824623
113,0.516345486447,-1.51271365064,0.555948465166
114,0.754737092259,-0.762712466626,0.502395184968
115,1.58916621038,-0.308977125904,0.436669551456
116,2.57223680383,0.242331236378,0.459805286375
117,1.86900813225,0.100408549834,0.408662073203
118,2.23971515654,0.0888234933306,0.445767997789
119,2.61096565784,0.439217632081,0.489161682362
120,1.71867693615,-0.384130029807,0.329160702023
121,1.68586955747,-0.379211706008,0.330562415151
122,1.03683001683,-1.52529674684,3.22363546226
123,-0.277429237926,4.55876193775,0.815701278736
124,-0.17479625339,4.60814395253,0.47163694591
125,-0.178954600154,4.61714093628,0.362656614191
126,-0.202370209167,4.68846577461,0.375442608271
127,-0.210701015784,4.74880331977,0.636572622555
128,0.060898237473,-2.87401985423,2.88115497513
129,-1.20451421602,1.33631969552,1.12062879797
130,-1.26405415854,1.17291008423,0.740569538297
131,-1.18734753359,0.975248550155,0.707480213751
132,-1.43914695212,0.296191308579,0.816268930808
133,-1.92438089288,-0.147065819229,1.08261444438
134,-1.77021958031,0.150840584228,-0.83364500446
135,-1.00601998081,1.45910636918,-0.069558725926
136,-0.30132626916,1.86019372196,-0.19998949328
137,0.194139623446,-3.33709532147,2.64939801492
138,-1.54920016839,0.44722534033,1.10679327518
139,-1.54578445331,0.38040145036,0.734738482028
140,-0.980951961028,0.5021452169,0.567648230402
141,-1.21454049347,0.550334672559,0.586805561188
142,-1.32313087905,0.852185903288,0.795487888356
143,-0.853769709423,0.569105349383,-0.960652832983
144,-0.953346538687,0.480737373677,-0.117795624118
145,-1.00351320192,0.662266397953,-0.254845122694
146,-0.785638573951,0.408173150062,-1.06878966728
147,-0.982165067663,0.173674774565,-1.11760422795
148,-1.56378397084,0.441221276807,-1.13771591852
149,-1.19599030539,0.712950524679,-0.264220029639
150,-0.819853849248,0.962373562964,-0.35347956468
151,-0.986883580137,1.10882679253,0.291790227247
152,-1.17552432516,0.50560130161,-0.85573234474
153,0.472821760168,-3.3940953066,2.43903299206
154,-1.26371260889,-0.260544269403,1.04546186837
155,-0.844890585285,-0.400936113292,0.681035469718
156,-0.850779545612,-0.440385886906,0.499695856961
157,-1.18091619092,0.00721052674347,0.37737074494
158,-0.208412953059,1.09840964064,0.639816475696
159,-0.565851902949,-0.0689332975815,-1.01210198152
160,-1.0060088022,-0.40058255293,-0.133189981779
161,-1.19816754325,0.0230471576021,-0.530445754396
162,-0.864755812754,0.0949493329434,-1.31926633123
163,-0.445088431424,0.35006354062,-1.4246518804
164,-1.32628474835,-0.202427110712,-1.39078632102
165,-1.29676840084,0.0239490983415,-0.495984643666
166,-1.47237678157,-0.203204133075,-0.617805014387
167,-1.5013604176,-0.399326825308,0.189613230912
168,-1.53325650599,-0.321054919057,-0.98252130645
169,-1.44031755473,-0.085122187001,-2.31856341204
170,-1.16452175788,-0.691775697082,-3.04589689542
171,-1.60314916518,-0.982269598847,-2.19447125312
172,-1.91300034804,-0.427506459802,-1.36902069866
173,-1.85245331182,-0.547820261802,-2.09776619998
174,-1.61088056514,-0.41447362707,-0.742324031221
175,-1.616433401,-0.73955775594,-0.675705647674
176,-1.82943684156,-0.975322957329,-1.44159812905
177,-1.70238113783,-0.362497876081,-1.02972735264
178,-1.47672890741,-0.230369037966,-1.79504547781
179,-1.2236782598,-0.295408781381,-1.60150203198
180,-1.43193858725,-0.659530297872,-2.12529747569
181,-1.81678997598,-0.512605368387,0.252446285368
182,-1.85154564311,-0.261186235569,-0.563354206826
183,-1.76136308821,-0.20906369297,-0.511273144279
184,-1.61692525895,-0.843011808804,-2.75084252287
185,-1.55323513215,-0.475921823908,-0.572267212403
186,-1.35354896784,0.28164480383,-1.85873315093
187,-1.05604790912,0.463965202237,-2.47805431173
188,-1.5731427635,-0.41406240646,-1.93328821064
189,-1.79476364073,-0.453033775001,-1.12083766483
190,-1.52451633876,-0.18895954113,-0.539291685672
191,0.600437442439,-4.06101841816,2.30940602156
192,-0.526537155286,0.229236752271,0.590357428038
193,-0.313217547932,0.724906851175,0.135250235167
194,-0.624384952924,-0.0915328744263,0.286395869068
195,-0.797047759032,-0.257588599084,0.371227380006
196,-0.426432252181,-0.288567504704,0.598335521801
197,-0.295426839894,-0.10363558402,-1.32873122608
198,-0.519192626035,-0.186480380782,-0.41671304292
199,-0.98738486817,-0.509423098491,-0.560133124625
200,-0.854137585975,-0.452331108342,-1.36544840505
201,-1.4858477187,-1.28008560442,-1.67868524262
202,-1.76850836222,-1.59968883967,-1.41435368398
203,-0.868185726221,-0.801660669578,-0.371785504328
204,-1.46340962977,-0.888814698964,-0.478984344132
205,-1.11752256049,-0.352543974171,-0.0488451334363
206,-0.0437925351026,0.344532276972,-1.16876506235
207,1.15500329134,-4.01441641005,2.0808484691
208,0.205554388309,-0.32897575521,0.501255655741
209,2.4851905399,-0.947963448271,0.206600210889
210,5.44348291581,1.42989834436,0.224001033279
211,4.35970491289,0.598049726687,0.29158672453
212,4.22870328259,0.513875044921,0.635158037088
213,4.4821618299,0.51939539044,-1.18490318996
214,4.2113548642,0.538805626591,-0.432981540759
215,3.7902035676,0.388075782161,-0.639369230724
216,3.2270998917,-0.265258274908,-1.36281025282
217,3.42829048573,-0.361428049253,-1.43784321698
218,3.57099598834,-0.21357117803,-1.22325409807
219,3.35131032607,0.112166033947,-0.36534681376
220,3.60394563691,0.496919954162,-0.504146484347
221,3.59032870713,0.110116747399,0.217883325986
222,3.42419050885,0.0247317859461,-0.899629570366
223,2.76804920846,-0.0126245401347,-2.29447937093
224,2.38530813211,-0.545159056486,-3.09081814669
225,2.76055791172,-0.1411258638,-2.36515616686
226,2.54979262999,0.0286266211343,-1.4270538601
227,0.48529239832,-1.49613408978,-2.13609559081
228,0.344352093732,-1.50060433429,-0.692544425145
229,1.25728427696,-0.773613401433,-0.951779973352
230,1.96133455606,-0.124570313679,-1.5199610034
231,1.21960181597,-0.315570674588,-0.98932261007
232,0.59624193199,-1.02032156839,-1.78044640412
233,0.879453608994,-1.44593643282,-1.54566009576
234,0.488464373543,-1.94496421632,-2.24186962139
235,0.119683211314,-1.95028182503,0.296373667897
236,0.501855352107,-1.63631791568,-0.429221336503
237,0.741942777484,-0.871850990627,-0.367477533516
238,1.54129722686,-0.717310850611,-2.81789496103
239,2.55652400805,0.108297380776,-0.608492048673
240,1.83681525945,-0.174204251434,-1.78009928449
241,2.19706027503,-0.275032710883,-2.4542949121
242,2.57568234435,0.138242642525,-1.90971565959
243,1.69475315693,-0.588205511658,-1.29739321923
244,1.67164458385,-0.500554087531,-0.636579373226
