,principal component 1,principal component 2,Principal component 3
0,-0.27675769178,4.56449038484,0.86135903237
1,-0.168473201704,4.66208107541,0.901534932319
2,-0.171082551012,4.68429137296,0.897869394822
3,-0.195061210704,4.75081325615,0.872374134064
4,-0.207385914868,4.77708191282,0.861963032011
5,0.0602266913266,-2.87974830132,2.8354972215
6,-1.20451421602,1.33631969552,1.12062879797
7,-1.258402653,1.22111876003,1.12480977107
8,-1.18014703059,1.03667053975,1.19703524075
9,-1.4325094998,0.352810343028,1.26754270297
10,-1.92173733811,-0.124515673266,1.26234710021
11,-1.74174416505,0.393742595467,1.10237011739
12,-0.988905262039,1.60509895868,1.09405395687
13,-0.280865043952,2.03473280105,1.19114882934
14,0.18781657176,-3.39103244436,2.21950002851
15,-1.55485167393,0.399016664536,0.722553042407
16,-1.54578445331,0.38040145036,0.734738482028
17,-0.979402963573,0.515358530702,0.672963024623
18,-1.21355454669,0.558745031214,0.653839100571
19,-1.32613882982,0.826527373458,0.590980311403
20,-0.830945799707,0.763798684829,0.591122056087
21,-0.94188332546,0.578521287387,0.661576825906
22,-0.988703482256,0.788596801251,0.752052967145
23,-0.760004285006,0.626839683479,0.674060106485
24,-0.955042218943,0.405039074098,0.726451242266
25,-1.53889467171,0.653532871341,0.554482739956
26,-1.18528112484,0.804302361699,0.46388648943
27,-0.807805526882,1.06514859569,0.46567387292
28,-0.983724277647,1.13577638825,0.5065880569
29,-1.15591966528,0.672833676311,0.477168954143
30,0.464949711026,-3.46124574328,1.90382021143
31,-1.27091311188,-0.321966258998,0.555906841374
32,-0.846439582741,-0.414149427093,0.575720675497
33,-0.850779545612,-0.440385886906,0.499695856961
34,-1.1814792416,0.00240757159711,0.339089490103
35,-0.212969901285,1.05953779701,0.329994104521
36,-0.54457699069,0.112546724063,0.434358113333
37,-0.996094586428,-0.316011953022,0.540867674023
38,-1.18490682104,0.136164247099,0.371137541221
39,-0.840670521265,0.300402552559,0.318268648316
40,-0.41951458016,0.568214526352,0.314088795593
41,-1.30294444667,-0.00332882997989,0.196097543236
42,-1.28760821775,0.10208762156,0.126807081182
43,-1.46187745666,-0.11364241415,0.0960336289911
44,-1.49975011257,-0.385590543394,0.299096266344
45,-1.51520084356,-0.167035858158,0.245065198211
46,-1.40574092224,0.209824646853,0.0322673923994
47,-1.11619036529,-0.27949751395,0.240106348755
48,-1.56588714969,-0.664415814292,0.338936067374
49,-1.89073691674,-0.237594137498,0.144647821121
50,-1.81965189005,-0.268016394242,0.132369795943
51,-1.59868207857,-0.310417658225,0.0870389212504
52,-1.6037865957,-0.631677522555,0.184138048619
53,-1.8049701767,-0.766616532892,0.221866045967
54,-1.68621975081,-0.224637431298,0.0690692544542
55,-1.44988506644,-0.00138474039267,0.0300405332362
56,-1.19801023273,-0.0764544537436,0.14364156373
57,-1.39761510877,-0.366742927455,0.208321639773
58,-1.81794216545,-0.522433816433,0.17411007092
59,-1.841612457,-0.176453814163,0.111993223668
60,-1.75312572166,-0.1387970126,0.0487772030308
61,-1.57361322365,-0.47354992773,0.193899618441
62,-1.5420792846,-0.380759811938,0.186207751471
63,-1.32591304326,0.517385761467,0.0202058355863
64,-1.01794997584,0.788949562818,0.112186226988
65,-1.54241639824,-0.151959260536,0.155766760141
66,-1.77539680973,-0.287830136782,0.195893885249
67,-1.51484831337,-0.106489003238,0.11802773153
68,0.593128443976,-4.1233658997,1.81247449577
69,-0.533174607603,0.172617717822,0.139083655879
70,-0.314203494709,0.716496492519,0.068216695783
71,-0.623821902246,-0.0867299192799,0.324677123906
72,-0.797047759032,-0.257588599084,0.371227380006
73,-0.430426149729,-0.322636393189,0.326794405464
74,-0.273588876955,0.0826473927707,0.156010123602
75,-0.508715359585,-0.0971068257274,0.29562586772
76,-0.973561095279,-0.391503053847,0.379731425831
77,-0.829489243807,-0.24207493358,0.310367829339
78,-1.45971081676,-1.05713166354,0.0983366882132
79,-1.74460500987,-1.39578760379,0.210811435114
80,-0.858462492452,-0.718719191213,0.289287475357
81,-1.45234725418,-0.794450024893,0.273135554084
82,-1.11534920477,-0.334004737111,0.0989191568335
83,-0.0251738220031,0.503354293017,0.0971026971491
84,1.15168819042,-4.0426950031,1.85545805965
85,0.20291083354,-0.351525901174,0.321522999918
86,2.48819849067,-0.922304918441,0.411107787842
87,5.44803986403,1.46877018799,0.533823404454
88,4.36369881044,0.632118615173,0.563127840866
89,4.22870328259,0.513875044921,0.635158037088
90,4.50799369038,0.739747255716,0.57137927606
91,4.2258260282,0.662248070131,0.550898486217
92,3.80802123804,0.54006471529,0.572036436069
93,3.25574213142,-0.0209332116609,0.584547097898
94,3.45842128522,-0.10440521989,0.610719830189
95,3.59889323824,0.0243989463337,0.673452137359
96,3.36502745739,0.229176400797,0.567267282262
97,3.61900191005,0.625353516719,0.519514530206
98,3.59649596039,0.162724872944,0.637188732592
99,3.4468031195,0.217622690477,0.637779305469
100,2.80718278917,0.321194137351,0.366173804677
101,2.43819647292,-0.0940090297219,0.505007468662
102,2.80237687543,0.215599764388,0.478073524805
103,2.57661300952,0.25741078707,0.396437030862
104,0.522650768313,-1.17745837859,0.403862776283
105,0.361107528531,-1.35767652181,0.446640898501
106,1.27448803049,-0.626861324417,0.217886094115
107,1.99035816914,0.12300795439,0.453325542794
108,1.24032015122,-0.138838386172,0.419296368196
109,0.627642721183,-0.752465427189,0.354461978099
110,0.909678584296,-1.18811026156,0.50930587113
