-0.162,4.855,14.384,0
-0.162,4.855,14.384,10
-0.478,4.395,13.091,3
-0.316,3.945,12.603,1
-0.316,3.945,12.603,10
0.057,3.553,12.258,9
0.814,2.853,11.981,0
0.814,2.853,11.981,10
1.886,2.039,12.009,1
1.886,2.039,12.009,10
2.288,1.283,11.875,0
2.288,1.283,11.875,10
2.518,0.909,12.115,10
2.739,0.737,12.258,9
2.537,0.622,12.124,10
1.819,1.197,11.186,10
0.823,2.327,10.123,0
0.823,2.327,10.123,10
-0.038,2.863,8.437,0
-0.038,2.863,8.437,10
-0.038,2.863,8.437,10
-0.105,2.739,8.062,2
-0.105,2.739,8.062,10
-0.028,2.911,7.747,8
0.067,3.026,7.451,0
0.067,3.026,7.451,10
0.172,2.978,7.134,0
0.172,2.978,7.134,10
0.258,2.94,6.818,1
0.258,2.94,6.818,10
0.306,2.921,6.387,9
0.306,2.978,6.11,2
0.306,2.978,6.11,10
0.363,3.007,5.899,8
0.277,2.988,5.928,1
0.277,2.988,5.928,10
0.258,2.911,6.11,9
0.143,2.988,6.158,1
0.143,2.988,6.158,10
0.057,3.007,6.301,9
0.019,3.074,6.225,1
0.019,3.074,6.225,10
-0.086,2.959,6.186,9
-0.229,2.949,6.253,0
-0.229,2.949,6.253,10
-0.421,2.988,6.167,1
-0.421,2.988,6.167,10
-0.603,3.064,6.301,10
-0.565,3.284,6.33,0
-0.565,3.284,6.33,10
-0.44,3.38,6.502,10
-0.335,3.486,7.106,9
-0.239,3.802,7.92,1
-0.239,3.802,7.92,10
-0.229,4.031,8.858,9
-0.363,4.204,10.199,1
-0.363,4.204,10.199,10
-0.373,4.587,11.348,9
-0.383,4.778,12.306,10
-0.296,5.037,12.498,1
-0.296,5.037,12.498,10
0.114,5.65,12.335,10
0.229,5.64,11.818,0
0.229,5.64,11.818,10
-0.057,5.315,10.803,9
-2.202,6.158,9.759,1
-2.202,6.158,9.759,10
-2.202,6.158,9.759,10
-3.256,6.866,10.247,9
-3.294,7.383,13.264,3
-3.294,7.383,13.264,10
-2.595,7.106,15.294,9
-2.25,5.707,17.995,8
-1.484,4.817,18.522,1
-1.484,4.817,18.522,10
-1.312,4.462,17.746,9
-2.25,4.185,15.811,1
-2.25,4.185,15.811,10
-3.792,4.185,14.202,0
-3.792,4.185,14.202,10
-4.472,4.328,12.536,9
-5.028,3.668,11.588,0
-5.028,3.668,11.588,10
-6.11,3.524,10.582,10
-6.464,2.911,8.705,1
-6.464,2.911,8.705,10
-6.464,2.375,8.341,10
-6.138,1.934,8.571,0
-6.138,1.934,8.571,10
-4.721,2.317,7.929,10
-2.566,2.327,7.575,1
-2.566,2.327,7.575,10
-1.245,2.633,8.187,8
