0.114,6.33,8.81,0
0.114,6.33,8.81,10
0.114,6.33,8.81,4
0.114,6.33,8.81,10
-0.067,6.349,8.782,8
-0.143,6.301,9.012,7
-0.507,6.416,9.816,2
-0.507,6.416,9.816,10
-0.469,6.464,10.084,8
-0.574,6.617,10.065,0
-0.574,6.617,10.065,10
-0.909,6.684,10.075,1
-0.909,6.684,10.075,10
-1.015,6.636,10.209,10
-1.168,6.598,10.19,0
-1.168,6.598,10.19,10
-1.35,6.656,10.113,0
-1.35,6.656,10.113,10
-1.695,6.541,10.237,9
-2.106,6.512,10.362,1
-2.106,6.512,10.362,10
-2.432,6.215,11.023,9
-2.853,5.947,12.115,1
-2.853,5.947,12.115,10
-3.227,5.794,13.091,9
-3.217,5.478,14.155,0
-3.217,5.478,14.155,10
-2.949,5.075,14.94,10
-2.767,4.74,14.911,1
-2.767,4.74,14.911,10
-2.719,4.491,13.226,9
-2.968,4.261,11.55,0
-2.968,4.261,11.55,10
-3.399,4.156,9.701,10
-3.581,4.06,8.456,1
-3.581,4.06,8.456,10
-3.782,4.002,8.024,9
-3.993,4.051,7.91,0
-3.993,4.051,7.91,10
-3.936,4.118,7.996,10
-3.696,4.29,8.159,0
-3.696,4.29,8.159,10
-2.672,3.907,8.466,10
-2.384,4.204,8.887,0
-2.384,4.204,8.887,10
-2.068,4.52,8.945,10
-1.723,4.798,8.782,0
-1.723,4.798,8.782,10
-1.695,4.913,8.494,10
-1.292,4.913,8.016,0
-1.292,4.913,8.016,10
-0.641,4.597,7.881,2
-0.641,4.597,7.881,10
-0.344,4.166,7.642,9
-0.21,3.955,7.489,9
-0.22,3.773,7.125,0
-0.22,3.773,7.125,10
-0.335,3.754,6.713,0
-0.335,3.754,6.713,10
-0.459,3.715,6.244,10
-0.679,3.677,6.071,10
-0.804,3.466,5.583,0
-0.804,3.466,5.583,10
-0.833,3.399,5.162,10
-0.756,3.179,4.941,2
-0.756,3.179,4.941,10
-0.689,2.921,5.047,8
-0.517,3.016,5.765,1
-0.517,3.016,5.765,10
-0.679,3.198,5.899,9
-0.651,3.591,6.186,1
-0.651,3.591,6.186,10
-0.603,3.658,6.445,9
-0.536,3.811,6.847,0
-0.536,3.811,6.847,10
-0.536,3.964,7.383,10
-0.488,4.309,7.901,0
-0.488,4.309,7.901,10
-0.545,4.635,8.043,10
-0.44,4.75,8.236,10
-0.277,4.932,8.198,10
-0.22,5.315,7.738,0
-0.22,5.315,7.738,10
-0.383,5.602,7.594,10
-0.354,6.148,7.728,0
-0.354,6.148,7.728,10
-0.143,6.387,7.939,10
0.124,6.512,8.265,0
0.124,6.512,8.265,10
0.287,6.397,8.638,0
0.287,6.397,8.638,10
0.43,6.282,9.069,10
0.43,6.244,9.749,0
0.43,6.244,9.749,10
0.43,6.244,9.749,10
0.316,6.445,9.969,10
0.191,6.598,9.912,0
0.191,6.598,9.912,10
0.038,6.435,9.969,10
0.009,6.33,10.621,0
0.009,6.33,10.621,10
-0.067,6.196,11.176,10
-0.105,6.062,11.492,1
-0.105,6.062,11.492,10
-0.028,6.205,11.971,9
0.038,6.397,12.479,0
0.038,6.397,12.479,10
0.134,6.665,12.871,10
0.306,6.866,13.446,0
0.306,6.866,13.446,10
0.488,6.943,14.806,10
0.766,6.665,15.783,1
0.766,6.665,15.783,10
1.302,6.071,16.375,9
1.704,5.87,16.223,0
1.704,5.87,16.223,10
1.656,5.573,15.409,10
1.177,5.028,13.628,10
0.89,4.702,12.086,0
0.89,4.702,12.086,10
0.66,4.501,10.64,10
0.162,4.108,9.864,10
-0.134,3.878,9.088,10
-0.162,3.715,8.609,0
-0.162,3.715,8.609,10
-0.028,3.591,8.609,10
0.287,3.706,8.724,0
0.287,3.706,8.724,10
0.814,3.16,9.031,10
1.551,2.576,9.567,0
1.551,2.576,9.567,10
2.212,2.308,9.969,0
2.212,2.308,9.969,10
2.394,2.231,10.4,10
2.174,2.336,9.95,10
1.685,2.844,8.973,10
1.082,3.39,8.351,0
1.082,3.39,8.351,10
0.43,3.83,8.024,0
0.43,3.83,8.024,10
0.373,3.917,7.929,10
0.153,3.725,7.508,10
0.086,3.792,6.34,0
0.086,3.792,6.34,10
0.047,3.897,6.215,10
0.229,3.84,6.387,0
0.229,3.84,6.387,10
0.22,3.802,6.292,10
0.258,3.984,6.234,0
0.258,3.984,6.234,10
0.239,4.175,6.397,0
0.239,4.175,6.397,10
0.258,4.271,6.905,10
0.287,4.443,7.077,10
0.201,4.3,6.866,0
0.201,4.3,6.866,10
0.124,4.261,6.723,10
0.153,4.434,6.857,0
0.153,4.434,6.857,10
0.134,4.376,7.077,10
-0.009,4.28,7.173,0
-0.009,4.28,7.173,10
-0.009,4.223,7.192,10
-0.124,4.108,7.24,0
-0.124,4.108,7.24,10
-0.162,4.166,7.364,10
-0.287,4.271,7.546,0
-0.287,4.271,7.546,10
-0.325,4.549,7.824,0
-0.325,4.549,7.824,10
-0.277,4.855,8.168,10
-0.296,5.008,8.552,0
-0.296,5.008,8.552,10
-0.287,5.583,8.945,0
-0.287,5.583,8.945,10
-0.277,5.813,9.759,10
-0.325,6.349,10.295,10
-0.363,6.454,10.697,10
-0.392,6.474,10.87,10
-0.507,6.349,11.061,0
-0.507,6.349,11.061,10
-0.737,6.445,10.649,0
-0.737,6.445,10.649,10
-1.12,6.33,9.902,10
-1.216,6.282,9.701,0
-1.216,6.282,9.701,10
-1.484,6.474,10.18,0
-1.484,6.474,10.18,10
-1.302,6.617,10.688,0
-1.302,6.617,10.688,10
-1.321,6.972,11.09,10
-1.369,7.125,11.473,0
-1.369,7.125,11.473,10
-1.446,6.914,12.22,0
-1.446,6.914,12.22,10
-1.503,6.454,12.9,0
-1.503,6.454,12.9,10
-1.57,5.832,14.078,10
-1.685,5.171,15.361,10
-1.743,4.721,15.878,10
-2.039,4.424,15.687,0
-2.039,4.424,15.687,10
-2.375,4.012,14.423,0
-2.375,4.012,14.423,10
-2.844,3.533,12.641,0
-2.844,3.533,12.641,10
-3.457,3.246,11.004,10
-4.185,3.323,9.73,0
-4.185,3.323,9.73,10
-4.644,3.198,8.494,0
-4.644,3.198,8.494,10
-4.932,2.719,7.996,10
-4.769,2.758,7.843,0
-4.769,2.758,7.843,10
-4.424,2.71,7.805,10
-3.591,2.442,8.217,0
-3.591,2.442,8.217,10
-2.145,2.547,8.743,10
-1.13,2.547,9.471,10
-0.411,2.806,9.596,0
-0.411,2.806,9.596,10
-0.019,3.763,9.232,0
-0.019,3.763,9.232,10
0.019,4.175,8.447,10
0.0,4.424,8.016,10
0.067,4.443,7.977,0
0.067,4.443,7.977,10
-0.095,4.118,7.652,0
-0.095,4.118,7.652,10
-0.287,4.002,7.498,2
-0.287,4.002,7.498,10
-0.392,3.984,7.383,8
-0.43,3.648,7.134,10
-0.459,3.447,7.087,0
-0.459,3.447,7.087,10
-0.488,3.227,6.924,0
-0.488,3.227,6.924,10
-0.565,3.026,6.263,10
-0.526,2.968,5.535,10
-0.43,2.825,5.219,0
-0.43,2.825,5.219,10
-0.316,2.681,5.142,0
-0.316,2.681,5.142,10
-0.181,2.672,5.391,0
-0.181,2.672,5.391,10
0.0,2.748,5.765,10
0.057,2.834,6.387,10
-0.076,2.882,6.675,0
-0.076,2.882,6.675,10
-0.134,3.102,7.067,0
-0.134,3.102,7.067,10
-0.153,3.428,7.604,0
-0.153,3.428,7.604,10
-0.105,3.955,8.207,10
-0.067,4.443,9.021,10
0.019,5.008,9.318,0
0.019,5.008,9.318,10
-0.009,5.305,9.337,0
-0.009,5.305,9.337,10
-0.114,5.344,9.174,0
-0.114,5.344,9.174,10
-0.114,5.516,9.088,10
-0.124,5.411,9.241,10
-0.057,5.411,9.328,0
-0.057,5.411,9.328,10
